flood_id,dateTimeMin,dateTimeMax,dateTimeMed,maxWaterLevel,meanWaterLevel,flood_time_hours
220,2007-06-15T06:42:00Z,2007-06-15T13:42:00Z,2007-06-15T10:12:00Z,0.513,0.42871830985915493,7
221,2007-06-16T09:36:00Z,2007-06-16T12:18:00Z,2007-06-16T10:57:00Z,0.339,0.31935714285714284,2.7
222,2007-08-12T07:42:00Z,2007-08-12T11:12:00Z,2007-08-12T09:27:00Z,0.363,0.33694444444444444,3.5
223,2007-10-10T20:12:00Z,2007-10-11T00:12:00Z,2007-10-10T22:12:00Z,0.358,0.33058536585365855,4
224,2007-10-26T19:06:00Z,2007-10-27T01:24:00Z,2007-10-26T22:15:00Z,0.471,0.40071875,6.3
225,2007-10-27T08:18:00Z,2007-10-27T10:54:00Z,2007-10-27T09:36:00Z,0.33,0.31574074074074077,2.6
226,2007-10-27T20:00:00Z,2007-10-28T00:18:00Z,2007-10-27T22:09:00Z,0.398,0.35606818181818184,4.3
227,2007-11-04T04:06:00Z,2007-11-04T08:30:00Z,2007-11-04T06:18:00Z,0.372,0.34024444444444446,4.4
228,2007-12-22T19:54:00Z,2007-12-22T21:36:00Z,2007-12-22T20:45:00Z,0.318,0.30772222222222223,1.7
229,2007-12-23T20:18:00Z,2007-12-24T00:12:00Z,2007-12-23T22:15:00Z,0.397,0.35515,3.9
230,2007-12-28T00:18:00Z,2007-12-28T01:18:00Z,2007-12-28T00:48:00Z,0.298,0.2944545454545454,1
231,2008-01-29T15:12:00Z,2008-01-29T16:00:00Z,2008-01-29T15:36:00Z,0.297,0.29477777777777775,0.8
232,2008-03-19T07:36:00Z,2008-03-19T08:18:00Z,2008-03-19T07:57:00Z,0.296,0.293875,0.7
234,2008-03-19T18:36:00Z,2008-03-19T23:12:00Z,2008-03-19T20:54:00Z,0.394,0.3547446808510638,4.6
235,2008-03-20T08:00:00Z,2008-03-20T08:12:00Z,2008-03-20T08:06:00Z,0.306,0.3,0.2
236,2008-04-08T10:00:00Z,2008-04-08T13:00:00Z,2008-04-08T11:30:00Z,0.346,0.3255806451612903,3
237,2008-04-21T09:30:00Z,2008-04-21T12:06:00Z,2008-04-21T10:48:00Z,0.34,0.3181851851851852,2.6
238,2008-04-28T14:48:00Z,2008-04-28T19:18:00Z,2008-04-28T17:03:00Z,0.362,0.3353913043478261,4.5
239,2008-05-02T05:36:00Z,2008-05-02T08:30:00Z,2008-05-02T07:03:00Z,0.343,0.3229666666666667,2.9
240,2008-05-04T06:42:00Z,2008-05-04T10:36:00Z,2008-05-04T08:39:00Z,0.406,0.36015,3.9
241,2008-05-11T14:00:00Z,2008-05-11T17:00:00Z,2008-05-11T15:30:00Z,0.33,0.3175483870967742,3
242,2008-05-12T00:30:00Z,2008-05-12T17:42:00Z,2008-05-12T09:06:00Z,0.509,0.43490751445086706,17.2
243,2008-05-13T16:36:00Z,2008-05-13T18:48:00Z,2008-05-13T17:42:00Z,0.311,0.3051304347826087,2.2
244,2008-05-14T02:36:00Z,2008-05-14T11:06:00Z,2008-05-14T06:51:00Z,0.508,0.42367441860465116,8.5
245,2008-05-14T13:00:00Z,2008-05-14T19:24:00Z,2008-05-14T16:12:00Z,0.396,0.35036923076923077,6.4
246,2008-05-18T06:36:00Z,2008-05-18T10:36:00Z,2008-05-18T08:36:00Z,0.375,0.3432682926829268,4
247,2008-06-04T08:06:00Z,2008-06-04T12:36:00Z,2008-06-04T10:21:00Z,0.399,0.3586086956521739,4.5
248,2008-07-27T04:54:00Z,2008-07-27T06:00:00Z,2008-07-27T05:27:00Z,0.301,0.2975,1.1
249,2008-08-29T08:00:00Z,2008-08-29T10:06:00Z,2008-08-29T09:03:00Z,0.323,0.3065,2.1
250,2008-09-06T20:00:00Z,2008-09-07T03:54:00Z,2008-09-06T23:57:00Z,0.448,0.387675,7.8999999999999995
251,2008-09-20T00:48:00Z,2008-09-20T01:48:00Z,2008-09-20T01:18:00Z,0.3,0.2949090909090909,1
252,2008-09-21T00:30:00Z,2008-09-21T03:42:00Z,2008-09-21T02:06:00Z,0.339,0.3203939393939394,3.2
253,2008-09-25T05:30:00Z,2008-09-25T07:00:00Z,2008-09-25T06:15:00Z,0.304,0.299125,1.5
254,2008-09-26T07:48:00Z,2008-09-26T08:48:00Z,2008-09-26T08:18:00Z,0.303,0.29963636363636365,1
255,2008-09-26T17:36:00Z,2008-09-26T21:48:00Z,2008-09-26T19:42:00Z,0.363,0.33611627906976743,4.2
256,2008-09-27T05:30:00Z,2008-09-27T10:48:00Z,2008-09-27T08:09:00Z,0.416,0.3623703703703704,5.3
257,2008-09-27T19:36:00Z,2008-09-27T21:00:00Z,2008-09-27T20:18:00Z,0.333,0.3102666666666667,1.4
258,2008-10-20T11:54:00Z,2008-10-20T15:30:00Z,2008-10-20T13:42:00Z,0.345,0.32351351351351354,3.6
259,2008-10-20T23:42:00Z,2008-10-21T07:48:00Z,2008-10-21T03:45:00Z,0.496,0.41653658536585364,8.1
260,2008-10-21T11:48:00Z,2008-10-21T15:18:00Z,2008-10-21T13:33:00Z,0.327,0.31427777777777777,3.5
261,2008-10-24T17:06:00Z,2008-10-24T19:54:00Z,2008-10-24T18:30:00Z,0.327,0.31351724137931036,2.8
262,2008-10-25T05:12:00Z,2008-10-25T08:54:00Z,2008-10-25T07:03:00Z,0.357,0.3311578947368421,3.6999999999999997
263,2008-10-25T16:36:00Z,2008-10-25T23:36:00Z,2008-10-25T20:06:00Z,0.465,0.3886901408450704,7
264,2008-10-26T00:24:00Z,2008-10-26T00:42:00Z,2008-10-26T00:33:00Z,0.299,0.296,0.3
265,2008-11-15T21:12:00Z,2008-11-16T02:18:00Z,2008-11-15T23:45:00Z,0.454,0.39126923076923076,5.1
266,2008-12-01T11:48:00Z,2008-12-01T13:00:00Z,2008-12-01T12:24:00Z,0.303,0.29576923076923073,1.2
267,2008-12-01T23:42:00Z,2008-12-02T00:42:00Z,2008-12-02T00:12:00Z,0.314,0.308,1
268,2009-02-18T16:42:00Z,2009-02-18T22:06:00Z,2009-02-18T19:24:00Z,0.341,0.327,5.4
269,2009-04-20T16:36:00Z,2009-04-20T20:00:00Z,2009-04-20T18:18:00Z,0.373,0.3368857142857143,3.4
270,2009-04-21T05:42:00Z,2009-04-21T08:00:00Z,2009-04-21T06:51:00Z,0.327,0.313875,2.3
271,2009-05-27T12:12:00Z,2009-05-27T12:18:00Z,2009-05-27T12:15:00Z,0.292,0.2915,0.1
272,2009-06-07T09:18:00Z,2009-06-07T09:24:00Z,2009-06-07T09:21:00Z,0.293,0.2925,0.1
273,2009-06-07T09:36:00Z,2009-06-07T10:00:00Z,2009-06-07T09:48:00Z,0.292,0.2914,0.4
274,2009-06-11T11:12:00Z,2009-06-11T14:00:00Z,2009-06-11T12:36:00Z,0.337,0.321,2.8
275,2009-06-12T10:42:00Z,2009-06-12T14:18:00Z,2009-06-12T12:30:00Z,0.361,0.3328648648648649,3.6
276,2009-06-16T02:30:00Z,2009-06-16T06:24:00Z,2009-06-16T04:27:00Z,0.354,0.33075,3.9
277,2009-06-17T03:42:00Z,2009-06-17T06:30:00Z,2009-06-17T05:06:00Z,0.33,0.3147931034482759,2.8
278,2009-06-17T14:30:00Z,2009-06-17T19:06:00Z,2009-06-17T16:48:00Z,0.358,0.3312765957446808,4.6
279,2009-06-18T01:42:00Z,2009-06-18T20:24:00Z,2009-06-18T11:03:00Z,0.538,0.4562340425531915,18.7
280,2009-06-19T05:00:00Z,2009-06-19T07:54:00Z,2009-06-19T06:27:00Z,0.338,0.32,2.9
281,2009-06-23T07:48:00Z,2009-06-23T12:54:00Z,2009-06-23T10:21:00Z,0.429,0.37817307692307695,5.1
282,2009-06-24T09:18:00Z,2009-06-24T12:30:00Z,2009-06-24T10:54:00Z,0.364,0.33754545454545454,3.2
283,2009-07-01T03:54:00Z,2009-07-01T06:12:00Z,2009-07-01T05:03:00Z,0.329,0.310875,2.3
284,2009-07-02T06:18:00Z,2009-07-02T07:12:00Z,2009-07-02T06:45:00Z,0.297,0.293,0.9
286,2009-09-15T06:18:00Z,2009-09-15T07:06:00Z,2009-09-15T06:42:00Z,0.297,0.2945555555555555,0.8
287,2009-09-17T18:42:00Z,2009-09-17T23:24:00Z,2009-09-17T21:03:00Z,0.396,0.3571666666666667,4.7
288,2009-09-18T05:36:00Z,2009-09-18T12:48:00Z,2009-09-18T09:12:00Z,0.502,0.4178767123287671,7.2
289,2009-09-18T18:48:00Z,2009-09-18T23:12:00Z,2009-09-18T21:00:00Z,0.393,0.3536666666666667,4.4
290,2009-09-26T14:12:00Z,2009-09-26T16:12:00Z,2009-09-26T15:12:00Z,0.302,0.29804761904761906,2
291,2009-09-27T00:48:00Z,2009-09-27T19:00:00Z,2009-09-27T09:54:00Z,0.467,0.41582513661202186,18.2
292,2009-10-16T18:24:00Z,2009-10-16T22:48:00Z,2009-10-16T20:36:00Z,0.368,0.34026666666666666,4.4
293,2009-10-19T21:12:00Z,2009-10-20T01:00:00Z,2009-10-19T23:06:00Z,0.368,0.3374871794871795,3.8
294,2009-10-24T13:06:00Z,2009-10-24T15:30:00Z,2009-10-24T14:18:00Z,0.315,0.30244,2.4
295,2009-10-24T16:00:00Z,2009-10-24T16:12:00Z,2009-10-24T16:06:00Z,0.299,0.29633333333333334,0.2
296,2009-10-24T21:30:00Z,2009-10-25T05:48:00Z,2009-10-25T01:39:00Z,0.501,0.41026190476190477,8.3
297,2009-10-28T16:18:00Z,2009-10-28T19:42:00Z,2009-10-28T18:00:00Z,0.339,0.3205142857142857,3.4
298,2009-10-30T03:18:00Z,2009-10-30T11:30:00Z,2009-10-30T07:24:00Z,0.473,0.4035542168674699,8.2
299,2009-10-30T15:12:00Z,2009-10-30T22:30:00Z,2009-10-30T18:51:00Z,0.436,0.3744324324324324,7.3
300,2009-10-31T06:42:00Z,2009-10-31T08:00:00Z,2009-10-31T07:21:00Z,0.299,0.29707142857142854,1.3
301,2009-10-31T18:48:00Z,2009-10-31T21:48:00Z,2009-10-31T20:18:00Z,0.333,0.3141935483870968,3
302,2009-11-03T19:00:00Z,2009-11-04T01:36:00Z,2009-11-03T22:18:00Z,0.504,0.42062686567164176,6.6
303,2009-11-07T23:06:00Z,2009-11-08T04:54:00Z,2009-11-08T02:00:00Z,0.422,0.37454237288135594,5.8
304,2009-11-13T16:36:00Z,2009-11-13T22:00:00Z,2009-11-13T19:18:00Z,0.376,0.3472,5.4
305,2009-11-14T07:42:00Z,2009-11-14T07:54:00Z,2009-11-14T07:48:00Z,0.291,0.291,0.2
307,2009-11-14T17:18:00Z,2009-11-14T23:30:00Z,2009-11-14T20:24:00Z,0.434,0.37722222222222224,6.2
308,2009-11-15T06:42:00Z,2009-11-15T09:06:00Z,2009-11-15T07:54:00Z,0.319,0.31052,2.4
309,2009-11-15T18:54:00Z,2009-11-15T22:48:00Z,2009-11-15T20:51:00Z,0.38,0.348325,3.9
310,2009-12-09T15:54:00Z,2009-12-09T18:30:00Z,2009-12-09T17:12:00Z,0.32,0.30866666666666664,2.6
312,2009-12-26T04:24:00Z,2009-12-26T04:36:00Z,2009-12-26T04:30:00Z,0.293,0.29233333333333333,0.2
313,2009-12-26T10:42:00Z,2009-12-26T22:42:00Z,2009-12-26T16:42:00Z,0.614,0.4825785123966942,12
314,2010-01-25T13:36:00Z,2010-01-26T01:18:00Z,2010-01-25T19:27:00Z,0.682,0.5251271186440678,11.7
316,2010-03-13T10:18:00Z,2010-03-13T11:00:00Z,2010-03-13T10:39:00Z,0.298,0.296,0.7
317,2010-03-13T16:42:00Z,2010-03-14T02:06:00Z,2010-03-13T21:24:00Z,0.577,0.44786315789473685,9.4
318,2010-03-14T04:12:00Z,2010-03-14T13:30:00Z,2010-03-14T08:51:00Z,0.553,0.42859574468085104,9.3
319,2010-03-14T17:24:00Z,2010-03-15T00:12:00Z,2010-03-14T20:48:00Z,0.453,0.3879565217391304,6.8
320,2010-03-15T07:36:00Z,2010-03-15T11:00:00Z,2010-03-15T09:18:00Z,0.344,0.3252,3.4
321,2010-03-17T08:54:00Z,2010-03-17T12:48:00Z,2010-03-17T10:51:00Z,0.369,0.3397,3.9
322,2010-03-27T19:06:00Z,2010-03-27T20:48:00Z,2010-03-27T19:57:00Z,0.311,0.3035555555555555,1.7
323,2010-03-28T06:24:00Z,2010-03-28T10:06:00Z,2010-03-28T08:15:00Z,0.368,0.34110526315789474,3.6999999999999997
324,2010-03-28T19:24:00Z,2010-03-28T23:54:00Z,2010-03-28T21:39:00Z,0.389,0.34406521739130436,4.5
325,2010-03-29T00:06:00Z,2010-03-29T00:12:00Z,2010-03-29T00:09:00Z,0.293,0.292,0.1
326,2010-03-29T04:18:00Z,2010-03-29T13:24:00Z,2010-03-29T08:51:00Z,0.62,0.48733695652173914,9.1
327,2010-04-03T12:36:00Z,2010-04-03T14:00:00Z,2010-04-03T13:18:00Z,0.303,0.2985333333333333,1.4
328,2010-04-27T06:12:00Z,2010-04-27T11:54:00Z,2010-04-27T09:03:00Z,0.453,0.3865,5.7
329,2010-05-08T06:24:00Z,2010-05-08T07:12:00Z,2010-05-08T06:48:00Z,0.303,0.2972222222222222,0.8
330,2010-05-12T06:36:00Z,2010-05-12T11:18:00Z,2010-05-12T08:57:00Z,0.382,0.34979166666666667,4.7
333,2010-05-28T09:00:00Z,2010-05-28T13:24:00Z,2010-05-28T11:12:00Z,0.4,0.3568888888888889,4.4
334,2010-05-29T09:36:00Z,2010-05-29T12:36:00Z,2010-05-29T11:06:00Z,0.335,0.31829032258064516,3
335,2010-06-10T05:48:00Z,2010-06-10T08:54:00Z,2010-06-10T07:21:00Z,0.344,0.3263125,3.1
336,2010-06-12T08:54:00Z,2010-06-12T10:42:00Z,2010-06-12T09:48:00Z,0.312,0.3043157894736842,1.8
337,2010-07-12T09:30:00Z,2010-07-12T11:00:00Z,2010-07-12T10:15:00Z,0.313,0.3051875,1.5
338,2010-07-13T08:54:00Z,2010-07-13T12:42:00Z,2010-07-13T10:48:00Z,0.395,0.3518717948717949,3.8
340,2010-08-12T23:06:00Z,2010-08-13T02:06:00Z,2010-08-13T00:36:00Z,0.343,0.3259677419354839,3
341,2010-08-13T10:42:00Z,2010-08-13T13:42:00Z,2010-08-13T12:12:00Z,0.345,0.3250967741935484,3
342,2010-08-13T22:36:00Z,2010-08-14T03:42:00Z,2010-08-14T01:09:00Z,0.421,0.3728653846153846,5.1
343,2010-08-14T11:18:00Z,2010-08-14T14:24:00Z,2010-08-14T12:51:00Z,0.343,0.32228125,3.1
344,2010-08-15T00:24:00Z,2010-08-15T03:54:00Z,2010-08-15T02:09:00Z,0.363,0.33644444444444443,3.5
345,2010-08-16T01:06:00Z,2010-08-16T05:30:00Z,2010-08-16T03:18:00Z,0.372,0.3433333333333333,4.4
346,2010-08-17T03:36:00Z,2010-08-17T05:12:00Z,2010-08-17T04:24:00Z,0.3,0.29658823529411765,1.6
347,2010-08-22T07:42:00Z,2010-08-22T11:00:00Z,2010-08-22T09:21:00Z,0.334,0.3156764705882353,3.3
348,2010-08-24T09:36:00Z,2010-08-24T10:18:00Z,2010-08-24T09:57:00Z,0.297,0.2945,0.7
349,2010-08-24T19:36:00Z,2010-08-25T01:18:00Z,2010-08-24T22:27:00Z,0.41,0.36639655172413793,5.7
350,2010-08-25T07:06:00Z,2010-08-25T14:00:00Z,2010-08-25T10:33:00Z,0.455,0.3905571428571429,6.8999999999999995
351,2010-08-25T19:54:00Z,2010-08-26T00:00:00Z,2010-08-25T21:57:00Z,0.362,0.33476190476190476,4.1
352,2010-09-04T05:48:00Z,2010-09-04T08:48:00Z,2010-09-04T07:18:00Z,0.33,0.3138064516129032,3
353,2010-09-07T08:24:00Z,2010-09-07T09:42:00Z,2010-09-07T09:03:00Z,0.3,0.2963571428571428,1.3
354,2010-09-08T08:42:00Z,2010-09-08T10:18:00Z,2010-09-08T09:30:00Z,0.311,0.30223529411764705,1.6
355,2010-09-13T00:30:00Z,2010-09-13T02:12:00Z,2010-09-13T01:21:00Z,0.309,0.3002222222222222,1.7
356,2010-09-14T01:36:00Z,2010-09-14T04:18:00Z,2010-09-14T02:57:00Z,0.332,0.31839285714285714,2.7
357,2010-09-22T07:24:00Z,2010-09-22T12:00:00Z,2010-09-22T09:42:00Z,0.371,0.3414468085106383,4.6
358,2010-09-27T21:06:00Z,2010-09-28T07:12:00Z,2010-09-28T02:09:00Z,0.504,0.42023529411764704,10.1
359,2010-09-28T07:24:00Z,2010-09-28T08:06:00Z,2010-09-28T07:45:00Z,0.294,0.29312499999999997,0.7
360,2010-09-28T08:42:00Z,2010-09-28T16:12:00Z,2010-09-28T12:27:00Z,0.431,0.36223684210526313,7.5
361,2010-09-28T22:12:00Z,2010-09-29T02:48:00Z,2010-09-29T00:30:00Z,0.388,0.35229787234042553,4.6
362,2010-09-30T12:18:00Z,2010-10-01T08:30:00Z,2010-09-30T22:24:00Z,0.868,0.6161871921182266,20.2
363,2010-10-03T04:12:00Z,2010-10-03T06:06:00Z,2010-10-03T05:09:00Z,0.308,0.30269999999999997,1.9
364,2010-10-14T14:36:00Z,2010-10-14T14:42:00Z,2010-10-14T14:39:00Z,0.297,0.295,0.1
365,2010-11-12T00:36:00Z,2010-11-12T07:24:00Z,2010-11-12T04:00:00Z,0.388,0.3532753623188406,6.8
366,2010-11-12T09:48:00Z,2010-11-12T15:54:00Z,2010-11-12T12:51:00Z,0.35,0.3300161290322581,6.1
367,2010-11-13T00:06:00Z,2010-11-13T07:42:00Z,2010-11-13T03:54:00Z,0.435,0.37916883116883116,7.6
368,2010-11-13T12:00:00Z,2010-11-13T17:12:00Z,2010-11-13T14:36:00Z,0.36,0.3342830188679245,5.2
369,2010-11-14T01:30:00Z,2010-11-14T06:18:00Z,2010-11-14T03:54:00Z,0.371,0.3406734693877551,4.8
370,2010-11-17T04:00:00Z,2010-11-17T09:18:00Z,2010-11-17T06:39:00Z,0.416,0.3591111111111111,5.3
371,2010-11-17T09:30:00Z,2010-11-17T10:06:00Z,2010-11-17T09:48:00Z,0.312,0.2998571428571428,0.6
372,2010-12-01T14:00:00Z,2010-12-01T21:54:00Z,2010-12-01T17:57:00Z,0.577,0.474325,7.8999999999999995
374,2011-03-10T11:48:00Z,2011-03-11T15:54:00Z,2011-03-11T01:51:00Z,0.736,0.4410992907801418,28.099999999999998
375,2011-03-21T11:30:00Z,2011-03-21T11:36:00Z,2011-03-21T11:33:00Z,0.292,0.292,0.1
377,2011-03-24T12:30:00Z,2011-03-24T14:48:00Z,2011-03-24T13:39:00Z,0.323,0.3107916666666667,2.3
378,2011-04-16T16:48:00Z,2011-04-17T13:00:00Z,2011-04-17T02:54:00Z,0.8,0.609448275862069,20.2
379,2011-04-18T08:30:00Z,2011-04-18T11:12:00Z,2011-04-18T09:51:00Z,0.355,0.3320714285714286,2.7
380,2011-05-02T09:00:00Z,2011-05-02T10:48:00Z,2011-05-02T09:54:00Z,0.305,0.30015789473684207,1.8
381,2011-05-11T11:42:00Z,2011-05-11T19:48:00Z,2011-05-11T15:45:00Z,0.499,0.42117073170731706,8.1
382,2011-05-12T01:18:00Z,2011-05-12T09:12:00Z,2011-05-12T05:15:00Z,0.496,0.414225,7.8999999999999995
383,2011-05-12T13:24:00Z,2011-05-12T19:48:00Z,2011-05-12T16:36:00Z,0.414,0.367,6.4
384,2011-05-13T03:00:00Z,2011-05-13T10:48:00Z,2011-05-13T06:54:00Z,0.487,0.40767088607594937,7.8
385,2011-05-13T13:36:00Z,2011-05-13T21:42:00Z,2011-05-13T17:39:00Z,0.496,0.41524390243902437,8.1
386,2011-05-14T02:54:00Z,2011-05-14T10:48:00Z,2011-05-14T06:51:00Z,0.53,0.42945,7.8999999999999995
387,2011-05-14T17:00:00Z,2011-05-14T20:36:00Z,2011-05-14T18:48:00Z,0.356,0.3332702702702703,3.6
388,2011-05-15T05:24:00Z,2011-05-15T10:54:00Z,2011-05-15T08:09:00Z,0.443,0.3860892857142857,5.5
389,2011-05-16T07:06:00Z,2011-05-16T10:24:00Z,2011-05-16T08:45:00Z,0.375,0.3436764705882353,3.3
390,2011-05-17T07:24:00Z,2011-05-17T12:42:00Z,2011-05-17T10:03:00Z,0.442,0.3827407407407407,5.3
391,2011-05-17T20:24:00Z,2011-05-17T23:36:00Z,2011-05-17T22:00:00Z,0.353,0.32812121212121215,3.2
392,2011-05-18T06:48:00Z,2011-05-18T14:48:00Z,2011-05-18T10:48:00Z,0.581,0.46630864197530864,8
393,2011-05-19T09:00:00Z,2011-05-19T14:00:00Z,2011-05-19T11:30:00Z,0.425,0.3741764705882353,5
394,2011-05-23T11:48:00Z,2011-05-23T17:54:00Z,2011-05-23T14:51:00Z,0.423,0.37443548387096776,6.1
395,2011-05-24T01:54:00Z,2011-05-24T04:18:00Z,2011-05-24T03:06:00Z,0.317,0.3046,2.4
396,2011-06-12T05:24:00Z,2011-06-12T08:00:00Z,2011-06-12T06:42:00Z,0.341,0.32662962962962966,2.6
398,2011-06-13T06:36:00Z,2011-06-13T08:30:00Z,2011-06-13T07:33:00Z,0.332,0.31635,1.9
399,2011-06-16T09:06:00Z,2011-06-16T11:54:00Z,2011-06-16T10:30:00Z,0.344,0.3267241379310345,2.8
400,2011-06-16T21:42:00Z,2011-06-17T01:24:00Z,2011-06-16T23:33:00Z,0.345,0.32184210526315793,3.6999999999999997
401,2011-06-17T05:48:00Z,2011-06-17T14:54:00Z,2011-06-17T10:21:00Z,0.6,0.4741956521739131,9.1
402,2011-06-20T12:12:00Z,2011-06-20T15:18:00Z,2011-06-20T13:45:00Z,0.355,0.3305,3.1
403,2011-06-25T04:48:00Z,2011-06-25T05:06:00Z,2011-06-25T04:57:00Z,0.293,0.292,0.3
404,2011-07-12T05:54:00Z,2011-07-12T09:18:00Z,2011-07-12T07:36:00Z,0.356,0.32577142857142855,3.4
405,2011-07-15T07:12:00Z,2011-07-15T13:30:00Z,2011-07-15T10:21:00Z,0.479,0.408390625,6.3
406,2011-07-16T10:00:00Z,2011-07-16T11:48:00Z,2011-07-16T10:54:00Z,0.317,0.30736842105263157,1.8
407,2011-07-17T10:48:00Z,2011-07-17T12:18:00Z,2011-07-17T11:33:00Z,0.309,0.302,1.5
408,2011-07-26T05:48:00Z,2011-07-26T06:00:00Z,2011-07-26T05:54:00Z,0.294,0.29266666666666663,0.2
410,2011-07-27T06:30:00Z,2011-07-27T08:18:00Z,2011-07-27T07:24:00Z,0.313,0.3026842105263158,1.8
411,2011-07-29T07:06:00Z,2011-07-29T10:30:00Z,2011-07-29T08:48:00Z,0.364,0.33822857142857143,3.4
412,2011-08-06T01:42:00Z,2011-08-06T04:48:00Z,2011-08-06T03:15:00Z,0.35,0.329125,3.1
413,2011-08-07T01:30:00Z,2011-08-07T07:42:00Z,2011-08-07T04:36:00Z,0.441,0.3857460317460317,6.2
414,2011-08-10T06:36:00Z,2011-08-10T07:12:00Z,2011-08-10T06:54:00Z,0.301,0.29642857142857143,0.6
416,2011-08-14T10:00:00Z,2011-08-14T11:54:00Z,2011-08-14T10:57:00Z,0.31,0.29919999999999997,1.9
417,2011-08-14T21:48:00Z,2011-08-15T00:00:00Z,2011-08-14T22:54:00Z,0.321,0.30578260869565216,2.2
418,2011-08-25T05:12:00Z,2011-08-25T09:06:00Z,2011-08-25T07:09:00Z,0.34,0.3229,3.9
419,2011-09-03T00:48:00Z,2011-09-03T03:18:00Z,2011-09-03T02:03:00Z,0.331,0.317,2.5
420,2011-09-04T00:48:00Z,2011-09-04T05:18:00Z,2011-09-04T03:03:00Z,0.391,0.3502173913043478,4.5
421,2011-09-05T02:42:00Z,2011-09-05T05:48:00Z,2011-09-05T04:15:00Z,0.332,0.31528125,3.1
423,2011-09-06T04:30:00Z,2011-09-06T05:36:00Z,2011-09-06T05:03:00Z,0.36,0.3224166666666667,1.1
424,2011-09-06T06:06:00Z,2011-09-06T06:24:00Z,2011-09-06T06:15:00Z,0.3,0.297,0.3
425,2011-09-07T16:48:00Z,2011-09-07T19:24:00Z,2011-09-07T18:06:00Z,0.329,0.3101111111111111,2.6
427,2011-09-08T03:18:00Z,2011-09-08T11:24:00Z,2011-09-08T07:21:00Z,0.497,0.4171341463414634,8.1
428,2011-09-08T18:18:00Z,2011-09-08T19:30:00Z,2011-09-08T18:54:00Z,0.297,0.2948461538461538,1.2
429,2011-09-09T06:06:00Z,2011-09-09T11:30:00Z,2011-09-09T08:48:00Z,0.388,0.3531818181818182,5.4
430,2011-09-09T17:12:00Z,2011-09-09T22:54:00Z,2011-09-09T20:03:00Z,0.42,0.3718793103448276,5.7
431,2011-09-10T06:36:00Z,2011-09-10T10:42:00Z,2011-09-10T08:39:00Z,0.376,0.3433333333333333,4.1
433,2011-09-12T08:54:00Z,2011-09-12T11:06:00Z,2011-09-12T10:00:00Z,0.313,0.3048695652173913,2.2
434,2011-09-17T00:00:00Z,2011-09-17T02:42:00Z,2011-09-17T01:21:00Z,0.322,0.31092857142857144,2.7
435,2011-09-19T12:18:00Z,2011-09-19T15:00:00Z,2011-09-19T13:39:00Z,0.308,0.3011785714285714,2.7
436,2011-09-19T23:48:00Z,2011-09-20T09:18:00Z,2011-09-20T04:33:00Z,0.485,0.4025,9.5
437,2011-09-20T10:00:00Z,2011-09-20T10:06:00Z,2011-09-20T10:03:00Z,0.291,0.291,0.1
438,2011-09-20T10:18:00Z,2011-09-20T15:30:00Z,2011-09-20T12:54:00Z,0.338,0.31922641509433963,5.2
439,2011-09-27T20:30:00Z,2011-09-27T23:30:00Z,2011-09-27T22:00:00Z,0.347,0.322,3
440,2011-09-28T20:48:00Z,2011-09-29T01:30:00Z,2011-09-28T23:09:00Z,0.409,0.36491666666666667,4.7
441,2011-09-29T08:42:00Z,2011-09-29T13:06:00Z,2011-09-29T10:54:00Z,0.402,0.36062222222222223,4.4
442,2011-09-29T20:48:00Z,2011-09-30T02:48:00Z,2011-09-29T23:48:00Z,0.484,0.40901639344262297,6
443,2011-09-30T23:12:00Z,2011-10-01T01:42:00Z,2011-10-01T00:27:00Z,0.352,0.3292307692307692,2.5
444,2011-10-07T04:24:00Z,2011-10-07T08:00:00Z,2011-10-07T06:12:00Z,0.362,0.3349189189189189,3.6
445,2011-10-12T19:18:00Z,2011-10-13T03:48:00Z,2011-10-12T23:33:00Z,0.528,0.4275116279069767,8.5
446,2011-10-13T06:00:00Z,2011-10-13T13:36:00Z,2011-10-13T09:48:00Z,0.464,0.3948311688311688,7.6
447,2011-10-13T18:06:00Z,2011-10-14T15:06:00Z,2011-10-14T04:36:00Z,0.637,0.48818009478672986,21
448,2011-10-14T19:36:00Z,2011-10-15T01:42:00Z,2011-10-14T22:39:00Z,0.462,0.39729032258064517,6.1
449,2011-10-19T23:42:00Z,2011-10-20T20:00:00Z,2011-10-20T09:51:00Z,0.551,0.4558039215686275,20.3
450,2011-10-24T19:12:00Z,2011-10-24T20:36:00Z,2011-10-24T19:54:00Z,0.301,0.29746666666666666,1.4
451,2011-10-31T00:12:00Z,2011-10-31T03:00:00Z,2011-10-31T01:36:00Z,0.341,0.3199310344827586,2.8
452,2011-11-02T14:24:00Z,2011-11-02T16:30:00Z,2011-11-02T15:27:00Z,0.311,0.3029090909090909,2.1
453,2011-11-03T01:30:00Z,2011-11-03T06:48:00Z,2011-11-03T04:09:00Z,0.395,0.3532962962962963,5.3
454,2011-11-06T02:42:00Z,2011-11-06T09:42:00Z,2011-11-06T06:12:00Z,0.447,0.3858450704225352,7
455,2011-11-23T19:24:00Z,2011-11-23T19:48:00Z,2011-11-23T19:36:00Z,0.306,0.3,0.4
456,2011-11-29T23:12:00Z,2011-11-30T03:06:00Z,2011-11-30T01:09:00Z,0.381,0.341225,3.9
